file,energy/Ha,E(LUMO)/eV,E(HOMO)/eV,gap/eV,dipole moment magnitude (a.u.)
qm7_4574.xyz,-327.722793751916,1.4003,-6.8629,8.2632,1.34441
qm7_4575.xyz,-327.722641740288,1.47,-6.9236,8.3936,1.19135
qm7_4576.xyz,-325.295243560519,0.7548,-8.2892,9.044,1.37535
qm7_4577.xyz,-325.275557465340,0.5091,-8.1982,8.7073,1.22778
qm7_4578.xyz,-325.274308658420,0.3811,-8.2246,8.6057,1.25255
qm7_4579.xyz,-326.507842132042,-0.2454,-6.2276,5.9822,0.80177
qm7_458.xyz,-264.965889649130,0.52,-7.5277,8.0477,1.87904
qm7_4580.xyz,-327.711678026510,1.6035,-6.7753,8.3788,1.09900
qm7_4581.xyz,-341.255423467076,0.354,-5.7629,6.1169,0.67527
qm7_4582.xyz,-341.255921242646,0.359,-6.0481,6.4071,0.88622
qm7_4583.xyz,-305.438118340877,0.6509,-5.911,6.5619,0.77399
qm7_4584.xyz,-341.328379205448,-0.4305,-5.8345,5.404,2.32665
qm7_4585.xyz,-341.321758363419,-1.0453,-6.6579,5.6126,1.07178
qm7_4586.xyz,-342.491151656842,0.3553,-6.4358,6.7911,0.92777
qm7_4587.xyz,-342.537911314749,1.1345,-6.5176,7.6521,0.75110
qm7_4588.xyz,-342.489118012530,1.0775,-5.8337,6.9112,0.52617
qm7_4589.xyz,-342.541216780221,1.6194,-6.6043,8.2237,0.93350
qm7_459.xyz,-249.011687835747,1.136,-5.9356,7.0716,0.88728
qm7_4590.xyz,-342.489047020989,0.1545,-6.5988,6.7533,1.32166
qm7_4591.xyz,-342.530868340960,0.8968,-6.8312,7.728,1.38599
qm7_4592.xyz,-341.328850294705,-1.4474,-7.0668,5.6194,1.60104
qm7_4593.xyz,-342.489250264667,0.2022,-6.5824,6.7846,1.38179
qm7_4594.xyz,-289.398799588989,1.7043,-6.2704,7.9747,0.44231
qm7_4595.xyz,-342.533709473218,1.1175,-6.5082,7.6257,1.26422
qm7_4596.xyz,-342.486014016013,1.1175,-5.7263,6.8438,0.75623
qm7_4597.xyz,-342.484452695922,1.0907,-5.8667,6.9574,0.53423
qm7_4598.xyz,-342.536313369164,1.6849,-6.6264,8.3113,0.95691
qm7_4599.xyz,-361.071534617757,0.152,-6.2855,6.4375,0.36519
qm7_46.xyz,-191.489881366662,0.657,-7.4678,8.1248,0.75898
qm7_460.xyz,-232.963516768146,0.4039,-6.5565,6.9604,0.11526
qm7_4600.xyz,-361.072445128240,0.1347,-6.5953,6.73,0.36311
qm7_4601.xyz,-361.091370744872,-0.6661,-7.2567,6.5906,1.03772
qm7_4602.xyz,-361.181326100385,-0.4614,-7.2351,6.7737,2.00438
qm7_4603.xyz,-362.307501736535,0.0699,-7.3042,7.3741,0.56355
qm7_4604.xyz,-362.401997588919,1.015,-6.7781,7.7931,1.07847
qm7_4605.xyz,-305.401502533211,1.7137,-6.1908,7.9045,0.75262
qm7_4606.xyz,-274.632843745690,1.8882,-7.6064,9.4946,0.04134
qm7_4607.xyz,-362.306412315174,0.927,-6.4762,7.4032,0.46908
qm7_4608.xyz,-362.413790071393,1.8378,-7.6985,9.5363,0.95589
qm7_4609.xyz,-362.305408960171,-0.1026,-7.2077,7.1051,0.72426
qm7_461.xyz,-251.417293981465,1.7064,-5.9579,7.6643,0.14829
qm7_4610.xyz,-362.394644472346,1.1387,-6.8453,7.984,1.40452
qm7_4611.xyz,-361.105226485386,-1.7116,-7.3723,5.6607,1.28280
qm7_4612.xyz,-361.193934888380,-1.6081,-7.0007,5.3926,0.49720
qm7_4613.xyz,-362.304634308435,-0.0614,-7.2789,7.2175,0.63436
qm7_4614.xyz,-362.396975114486,0.873,-6.8653,7.7383,1.09579
qm7_4615.xyz,-362.300561269441,0.9832,-6.482,7.4652,0.39206
qm7_4616.xyz,-362.301703792881,0.9558,-6.5303,7.4861,0.45435
qm7_4617.xyz,-289.423115422575,1.7396,-6.2987,8.0383,0.55112
qm7_4618.xyz,-362.408608434055,1.8741,-7.7439,9.618,0.92665
qm7_4619.xyz,-324.054260769425,-1.2315,-7.245,6.0135,1.18742
qm7_462.xyz,-250.183189668499,0.6508,-6.026,6.6768,0.19061
qm7_4620.xyz,-325.255883722495,-0.6197,-7.1111,6.4914,1.03008
qm7_4621.xyz,-326.467702474548,1.8603,-6.7811,8.6414,0.53504
qm7_4622.xyz,-325.273462883891,-0.4732,-7.0157,6.5425,0.70128
qm7_4623.xyz,-326.486362558007,-0.5482,-6.4187,5.8705,1.08131
qm7_4624.xyz,-327.701955278314,1.4602,-6.436,7.8962,1.07892
qm7_4625.xyz,-326.532574403534,1.0327,-6.7641,7.7968,1.39224
qm7_4626.xyz,-325.316440224847,-0.0862,-6.5019,6.4157,1.29167
qm7_4627.xyz,-326.450793190055,0.3407,-6.8127,7.1534,0.16124
qm7_4628.xyz,-305.464161673483,0.9499,-6.149,7.0989,1.20184
qm7_4629.xyz,-340.108958010142,-1.6536,-7.5444,5.8908,1.85234
qm7_463.xyz,-265.019076553172,0.6703,-6.9868,7.6571,0.94102
qm7_4630.xyz,-341.221478739337,-0.0863,-6.9962,6.9099,1.31344
qm7_4631.xyz,-341.310879949236,-0.286,-6.5024,6.2164,1.86304
qm7_4632.xyz,-342.465455470068,0.9998,-6.8811,7.8809,1.37480
qm7_4633.xyz,-342.517990052793,1.2584,-6.3737,7.6321,1.90026
qm7_4634.xyz,-342.521123194264,0.9401,-6.9493,7.8894,0.97742
qm7_4635.xyz,-341.341726675989,-0.5265,-7.6412,7.1147,0.29653
qm7_4636.xyz,-342.458689655199,1.0187,-6.9226,7.9413,1.34359
qm7_4637.xyz,-359.966570728407,-1.9058,-7.6301,5.7243,1.53339
qm7_4638.xyz,-361.078326408047,-0.2193,-7.5044,7.2851,1.46685
qm7_4639.xyz,-304.203164498838,-0.8133,-6.7075,5.8942,1.57544
qm7_464.xyz,-266.196699816335,0.4649,-5.7763,6.2412,0.79096
qm7_4640.xyz,-362.322297301722,0.5873,-7.3915,7.9788,1.51981
qm7_4641.xyz,-362.383441544247,0.1736,-7.1011,7.2747,2.09940
qm7_4642.xyz,-362.334067212085,0.7424,-6.3108,7.0532,1.35480
qm7_4643.xyz,-361.200854442903,-0.7867,-7.5545,6.7678,1.42844
qm7_4644.xyz,-362.315859547387,0.6331,-7.4432,8.0763,1.54890
qm7_4645.xyz,-340.073286894322,-1.2635,-7.2481,5.9846,1.02555
qm7_4646.xyz,-340.047822994599,-2.4116,-6.6578,4.2462,0.93602
qm7_4647.xyz,-341.262841421500,-1.3105,-6.6667,5.3562,0.78596
qm7_4648.xyz,-342.482076511886,0.001,-6.4706,6.4716,1.35805
qm7_4649.xyz,-342.521425847916,0.8529,-6.7171,7.57,0.96916
qm7_465.xyz,-265.032542658923,0.7676,-6.4597,7.2273,1.63402
qm7_4650.xyz,-305.388018225073,1.4796,-6.0279,7.5075,1.01150
qm7_4651.xyz,-341.307726065403,-0.6674,-7.2018,6.5344,1.12678
qm7_4652.xyz,-362.323091354125,0.7002,-7.2511,7.9513,1.33741
qm7_4653.xyz,-359.876585982641,-1.5318,-8.0863,6.5545,1.23855
qm7_4654.xyz,-362.293495373281,-0.4446,-7.173,6.7284,0.90058
qm7_4655.xyz,-361.110976615261,-0.6709,-7.9564,7.2855,1.28872
qm7_4656.xyz,-326.474229995248,1.7724,-6.9194,8.6918,1.10653
qm7_4657.xyz,-325.261650654695,-0.6094,-7.0431,6.4337,1.28954
qm7_4658.xyz,-324.089922998714,-0.2199,-6.5442,6.3243,1.27874
qm7_4659.xyz,-325.314982339241,1.1014,-6.9554,8.0568,1.45862
qm7_466.xyz,-267.397997829098,1.8342,-6.058,7.8922,0.48312
qm7_4660.xyz,-325.272317575378,-0.5733,-6.5592,5.9859,1.06358
qm7_4661.xyz,-305.387219980092,1.6538,-6.6125,8.2663,0.64354
qm7_4662.xyz,-326.475216579411,1.7913,-6.3203,8.1116,0.65769
qm7_4663.xyz,-326.471201662633,1.7829,-6.3221,8.105,0.66488
qm7_4664.xyz,-326.480828397901,1.7023,-6.7384,8.4407,0.88449
qm7_4665.xyz,-326.475131617796,1.6863,-6.5135,8.1998,1.07514
qm7_4666.xyz,-326.477576769008,1.4741,-6.7419,8.216,1.19150
qm7_4667.xyz,-326.466721318909,1.6405,-6.4148,8.0553,0.76417
qm7_4668.xyz,-326.474868145643,1.5039,-6.8781,8.382,1.24051
qm7_4669.xyz,-326.480447697161,1.7222,-6.7959,8.5181,0.65991
qm7_467.xyz,-266.220936208077,0.9295,-5.9552,6.8847,1.18695
qm7_4670.xyz,-326.486125544106,1.502,-6.8103,8.3123,0.65516
qm7_4671.xyz,-326.463691011375,1.7048,-6.446,8.1508,0.83911
qm7_4672.xyz,-288.202870055506,0.2878,-6.2937,6.5815,0.47088
qm7_4673.xyz,-326.473493819474,1.4906,-6.8219,8.3125,1.14455
qm7_4674.xyz,-327.702878528829,1.8383,-6.227,8.0653,0.45852
qm7_4675.xyz,-324.071144025513,-0.4705,-6.6425,6.172,1.15292
qm7_4676.xyz,-327.713678675706,1.4859,-6.652,8.1379,0.61303
qm7_4677.xyz,-325.303623001798,-0.659,-5.9698,5.3108,2.23261
qm7_4678.xyz,-325.308798183181,-0.5148,-6.2075,5.6927,2.27949
qm7_4679.xyz,-326.480893637309,0.3748,-6.7736,7.1484,1.12872
qm7_468.xyz,-251.391676077802,2.0675,-6.226,8.2935,0.34636
qm7_4680.xyz,-326.488421940297,0.217,-6.8756,7.0926,1.41454
qm7_4681.xyz,-327.722187169953,1.4497,-6.7387,8.1884,1.41339
qm7_4682.xyz,-327.728205973627,1.3638,-6.9445,8.3083,1.22092
qm7_4683.xyz,-305.420099769249,1.6987,-5.9705,7.6692,0.82554
qm7_4684.xyz,-325.223453465060,0.8528,-6.7499,7.6027,0.16883
qm7_4685.xyz,-327.726181993929,1.3373,-6.8464,8.1837,1.33719
qm7_4686.xyz,-325.306106176260,-0.0805,-6.6077,6.5272,0.99088
qm7_4687.xyz,-327.700312901074,1.6309,-6.5022,8.1331,1.02335
qm7_4688.xyz,-326.534005533736,1.0177,-6.7242,7.7419,1.41327
qm7_4689.xyz,-326.486836067777,-0.5658,-6.4585,5.8927,1.13510
qm7_469.xyz,-267.396821735553,1.9291,-6.1539,8.083,0.79231
qm7_4690.xyz,-326.531222540235,0.9321,-6.9327,7.8648,1.51045
qm7_4691.xyz,-325.294478678165,-0.5041,-6.2183,5.7142,2.65047
qm7_4692.xyz,-327.711308540766,1.4414,-6.7208,8.1622,1.20033
qm7_4693.xyz,-326.499942332865,-0.5902,-6.326,5.7358,0.69595
qm7_4694.xyz,-289.448261044078,1.5048,-6.3997,7.9045,0.48191
qm7_4695.xyz,-327.709835327304,1.6897,-6.3485,8.0382,0.48890
qm7_4696.xyz,-326.506646428726,-0.1746,-6.6154,6.4408,1.16341
qm7_4697.xyz,-326.497257752551,-0.4283,-6.365,5.9367,0.97948
qm7_4698.xyz,-341.261509891332,-0.1945,-5.3826,5.1881,1.03877
qm7_4699.xyz,-341.361701687262,0.2154,-5.7432,5.9586,1.01683
qm7_47.xyz,-208.741071638824,0.4072,-7.1347,7.5419,0.16155
qm7_470.xyz,-251.392325431500,1.7951,-6.1675,7.9626,0.34442
qm7_4700.xyz,-342.472556778159,0.6157,-6.7526,7.3683,0.58290
qm7_4701.xyz,-342.468269655874,0.3142,-6.75,7.0642,0.52669
qm7_4702.xyz,-342.558499892649,1.0385,-6.6754,7.7139,1.29279
qm7_4703.xyz,-342.472414062117,0.6379,-5.983,6.6209,1.31556
qm7_4704.xyz,-342.467052879781,1.1933,-5.488,6.6813,0.66474
qm7_4705.xyz,-305.413756074796,1.5922,-5.9572,7.5494,0.68307
qm7_4706.xyz,-342.564742394159,1.4555,-6.5863,8.0418,1.50653
qm7_4707.xyz,-342.458149239885,0.2379,-6.4094,6.6473,0.36544
qm7_4708.xyz,-342.552480385213,1.1849,-6.657,7.8419,1.55635
qm7_4709.xyz,-327.693248576924,1.9483,-6.115,8.0633,0.36640
qm7_471.xyz,-232.971130250353,-0.4131,-6.168,5.7549,0.32510
qm7_4710.xyz,-361.179593185499,-0.5969,-6.6713,6.0744,2.59231
qm7_4711.xyz,-362.403909841688,0.803,-7.1299,7.9329,2.66245
qm7_4712.xyz,-362.387869145297,0.7641,-7.1685,7.9326,2.23579
qm7_4713.xyz,-340.091670803957,-1.9987,-6.7714,4.7727,1.02928
qm7_4714.xyz,-340.106142450686,-1.1967,-6.7493,5.5526,0.97088
qm7_4715.xyz,-340.092443183076,-1.1367,-7.1881,6.0514,1.56148
qm7_4716.xyz,-287.005095309927,1.4157,-5.8104,7.2261,0.88467
qm7_4717.xyz,-274.631517184358,1.8184,-8.2183,10.0367,0.04177
qm7_4718.xyz,-340.091238830137,-1.9629,-6.5997,4.6368,0.75777
qm7_4719.xyz,-343.724556965890,1.5258,-6.4275,7.9533,0.68801
qm7_472.xyz,-251.389710903265,1.7515,-6.0315,7.783,0.29198
qm7_4720.xyz,-343.731145907012,1.3017,-6.7973,8.099,1.57255
qm7_4721.xyz,-342.549923644753,1.196,-6.9861,8.1821,1.93385
qm7_4722.xyz,-341.317842716004,-1.5467,-7.0149,5.4682,1.11571
qm7_4723.xyz,-342.464012714632,0.6833,-5.7904,6.4737,1.00415
qm7_4724.xyz,-341.332075705520,-0.4245,-7.3881,6.9636,1.21560
qm7_4725.xyz,-341.331458774093,-0.4211,-7.5853,7.1642,0.44201
qm7_4726.xyz,-342.508512668527,0.9425,-7.0744,8.0169,1.65441
qm7_4727.xyz,-342.523055470088,1.186,-6.3898,7.5758,1.19792
qm7_4728.xyz,-288.201570526533,0.4729,-6.1164,6.5893,0.45036
qm7_4729.xyz,-342.449685989969,0.6974,-6.5451,7.2425,0.64087
qm7_473.xyz,-267.389022598582,1.6966,-5.9225,7.6191,0.73284
qm7_4730.xyz,-342.528943059331,1.7428,-6.5122,8.255,0.95053
qm7_4731.xyz,-322.822973534581,-1.0972,-6.8114,5.7142,1.19359
qm7_4732.xyz,-324.085709382738,-1.3231,-6.5955,5.2724,1.26907
qm7_4733.xyz,-322.823659035170,-1.319,-6.8082,5.4892,1.38722
qm7_4734.xyz,-326.489491866074,0.2641,-7.1513,7.4154,1.05759
qm7_4735.xyz,-325.233230308746,1.0764,-6.9496,8.026,0.72813
qm7_4736.xyz,-326.490830054786,0.5064,-7.2178,7.7242,1.28368
qm7_4737.xyz,-325.225659251201,0.9675,-6.751,7.7185,0.65003
qm7_4738.xyz,-326.480872401230,1.1085,-6.589,7.6975,0.44360
qm7_4739.xyz,-303.024798039470,1.0996,-6.3345,7.4341,1.51972
qm7_474.xyz,-251.386971031484,1.9496,-6.1429,8.0925,0.29577
qm7_4740.xyz,-325.302943154300,0.1064,-7.1779,7.2843,1.37976
qm7_4741.xyz,-324.047596934145,0.5952,-7.3632,7.9584,1.32889
qm7_4742.xyz,-326.545013193853,1.0337,-7.0289,8.0626,1.37532
qm7_4743.xyz,-325.311749546482,-0.8173,-7.1332,6.3159,1.33471
qm7_4744.xyz,-324.050632019435,-0.7169,-7.4534,6.7365,1.46620
qm7_4745.xyz,-338.888740169939,-1.6904,-7.5194,5.829,1.53151
qm7_4746.xyz,-338.887770611060,-1.9214,-7.4035,5.4821,1.61352
qm7_4747.xyz,-343.731551424952,1.5192,-6.3919,7.9111,1.07121
qm7_4748.xyz,-340.117681042800,0.1423,-7.9433,8.0856,1.49475
qm7_4749.xyz,-342.555716909671,1.1181,-6.6873,7.8054,1.54303
qm7_475.xyz,-251.383212131939,2.0044,-6.053,8.0574,0.17839
qm7_4750.xyz,-303.023103098079,1.0718,-6.3309,7.4027,1.67097
qm7_4751.xyz,-340.116677472006,-1.3241,-8.1709,6.8468,1.93708
qm7_4752.xyz,-359.949156122333,-2.1743,-7.332,5.1577,1.61344
qm7_4753.xyz,-359.950919746602,-1.2489,-7.4676,6.2187,1.02759
qm7_4754.xyz,-359.947533904876,-2.4317,-6.9942,4.5625,0.58972
qm7_4755.xyz,-363.565136847639,1.1962,-7.1015,8.2977,0.86406
qm7_4756.xyz,-363.562531860332,1.427,-6.5776,8.0046,0.47182
qm7_4757.xyz,-362.373817569001,0.2615,-6.8812,7.1427,0.66548
qm7_4758.xyz,-361.173739857007,-1.0691,-7.4583,6.3892,0.75996
qm7_4759.xyz,-361.189548198663,-0.8782,-7.8841,7.0059,0.23199
qm7_476.xyz,-267.388141560859,1.7505,-6.1975,7.948,0.48609
qm7_4760.xyz,-362.386852173439,0.9717,-6.9239,7.8956,1.21297
qm7_4761.xyz,-304.227245069403,0.5702,-6.3677,6.9379,1.04298
qm7_4762.xyz,-361.174684400607,-2.0303,-7.3029,5.2726,0.91853
qm7_4763.xyz,-340.058224245390,-0.9087,-6.756,5.8473,0.51750
qm7_4764.xyz,-342.453344029980,-0.0556,-6.6765,6.6209,0.59634
qm7_4765.xyz,-341.295846432961,-0.5612,-7.1209,6.5597,1.32817
qm7_4766.xyz,-342.566251791557,1.4177,-6.8166,8.2343,1.47804
qm7_4767.xyz,-362.399871998888,1.6869,-7.2136,8.9005,0.89469
qm7_4768.xyz,-341.251337910055,0.368,-6.2295,6.5975,0.83125
qm7_4769.xyz,-342.485347914081,0.2059,-6.2378,6.4437,1.38197
qm7_477.xyz,-251.380190447774,0.4185,-6.0457,6.4642,0.18640
qm7_4770.xyz,-341.265458450315,-1.0656,-7.0184,5.9528,0.91030
qm7_4771.xyz,-340.052764280876,-2.4505,-7.2462,4.7957,1.63167
qm7_4772.xyz,-303.007245571700,0.9298,-6.8955,7.8253,1.17976
qm7_4773.xyz,-341.303193044949,-0.2957,-6.8585,6.5628,1.54020
qm7_4774.xyz,-341.315326662295,-0.406,-6.867,6.461,1.45712
qm7_4775.xyz,-341.269032737782,-0.7463,-6.1587,5.4124,1.09619
qm7_4776.xyz,-342.533045873144,0.7829,-6.5432,7.3261,2.08969
qm7_4777.xyz,-341.350526928825,-0.1214,-7.3563,7.2349,1.58615
qm7_4778.xyz,-341.318839421813,-0.7028,-6.4724,5.7696,0.31908
qm7_4779.xyz,-341.269055566000,-0.8795,-6.2827,5.4032,0.49959
qm7_478.xyz,-250.125157602357,1.0401,-6.217,7.2571,0.32868
qm7_4780.xyz,-342.524153220536,0.9049,-6.9236,7.8285,1.03136
qm7_4781.xyz,-342.510383992957,0.7873,-6.6751,7.4624,1.10219
qm7_4782.xyz,-342.480585928926,0.2948,-6.2344,6.5292,1.43577
qm7_4783.xyz,-304.203317667414,0.3112,-5.9683,6.2795,1.10120
qm7_4784.xyz,-341.281430184504,-1.2895,-6.7266,5.4371,2.17259
qm7_4785.xyz,-342.509816568567,0.9312,-7.0756,8.0068,1.71041
qm7_4786.xyz,-342.522966928915,0.8266,-6.7177,7.5443,1.02872
qm7_4787.xyz,-342.476811964238,1.0578,-5.6421,6.6999,0.44226
qm7_4788.xyz,-341.253363438167,-0.0827,-5.6272,5.5445,1.42451
qm7_4789.xyz,-325.214960192611,0.2733,-6.8461,7.1194,0.25627
qm7_479.xyz,-252.624048240281,1.568,-6.0561,7.6241,0.31380
qm7_4790.xyz,-325.233115053261,0.4612,-6.6778,7.139,0.16710
qm7_4791.xyz,-341.235634184436,0.435,-6.6772,7.1122,0.51693
qm7_4792.xyz,-361.062983785922,0.0924,-6.9677,7.0601,0.82363
qm7_4793.xyz,-326.457107440204,0.3567,-6.7974,7.1541,0.15120
qm7_4794.xyz,-289.396413376781,1.9329,-6.1186,8.0515,0.28007
qm7_4795.xyz,-325.213831008807,0.1738,-6.883,7.0568,0.23151
qm7_4796.xyz,-323.957706402081,0.0765,-7.0595,7.136,0.35637
qm7_4797.xyz,-342.455266105271,0.3459,-6.717,7.0629,0.56437
qm7_4798.xyz,-340.027356208298,-0.3241,-7.6,7.2759,1.71396
qm7_4799.xyz,-342.473056472382,1.0884,-6.4992,7.5876,1.32673
qm7_48.xyz,-158.143607645892,1.8707,-8.8824,10.7531,0.00000
qm7_480.xyz,-251.388877252409,0.467,-6.2044,6.6714,0.27962
qm7_4800.xyz,-342.454220064308,0.9811,-6.5659,7.547,1.41248
qm7_4801.xyz,-362.296696724529,-0.1666,-7.0226,6.856,0.99263
qm7_4802.xyz,-361.119532093658,-0.3471,-7.8028,7.4557,1.40090
qm7_4803.xyz,-361.078620051815,-0.7651,-7.3182,6.5531,1.33269
qm7_4804.xyz,-362.337010709793,0.6707,-6.3417,7.0124,1.40155
qm7_4805.xyz,-289.431475654618,1.6566,-6.4477,8.1043,0.47023
qm7_4806.xyz,-362.313065050359,0.5763,-7.0932,7.6695,1.36999
qm7_4807.xyz,-342.465052358431,0.7621,-5.7692,6.5313,1.00029
qm7_4808.xyz,-341.226277208659,0.2593,-6.8737,7.133,0.39534
qm7_4809.xyz,-341.241116551622,-0.1966,-6.0286,5.832,1.26151
qm7_481.xyz,-250.132450742664,1.2133,-6.424,7.6373,0.38308
qm7_4810.xyz,-326.468206713525,1.861,-6.0952,7.9562,0.69188
qm7_4811.xyz,-326.481387823351,1.6585,-6.2663,7.9248,0.90545
qm7_4812.xyz,-325.279177495957,-0.1929,-6.5052,6.3123,1.16788
qm7_4813.xyz,-326.479893363836,1.5233,-6.2685,7.7918,0.94740
qm7_4814.xyz,-326.484690959176,1.5882,-7.0038,8.592,0.87973
qm7_4815.xyz,-326.473035577991,1.9315,-6.8245,8.756,0.83195
qm7_4816.xyz,-289.429644876658,1.7345,-5.9636,7.6981,0.41251
qm7_4817.xyz,-326.463282887867,1.5815,-6.0573,7.6388,0.85719
qm7_4818.xyz,-325.234429563567,0.8314,-6.2827,7.1141,1.04990
qm7_4819.xyz,-325.275275969843,-0.2452,-6.4075,6.1623,1.39562
qm7_482.xyz,-234.198856723032,0.8866,-6.4676,7.3542,0.11934
qm7_4820.xyz,-326.477688622361,1.5611,-6.2634,7.8245,0.95417
qm7_4821.xyz,-326.479486409995,1.5809,-6.8951,8.476,0.27326
qm7_4822.xyz,-326.491104613661,1.5807,-6.7189,8.2996,0.28969
qm7_4823.xyz,-326.460887775804,1.7068,-7.0091,8.7159,0.30300
qm7_4824.xyz,-325.235643417231,1.1437,-6.5716,7.7153,0.57690
qm7_4825.xyz,-325.275106182075,-0.2044,-6.9563,6.7519,0.45293
qm7_4826.xyz,-326.481730525435,1.2134,-6.9703,8.1837,1.42723
qm7_4827.xyz,-305.429637451186,1.5993,-5.7262,7.3255,0.45748
qm7_4828.xyz,-274.633505485189,1.7714,-8.1792,9.9506,0.01702
qm7_4829.xyz,-327.700968534683,1.9143,-6.437,8.3513,0.41048
qm7_483.xyz,-251.390814913962,0.6827,-6.1768,6.8595,0.35531
qm7_4830.xyz,-322.829381369716,-1.1736,-7.0205,5.8469,1.87891
qm7_4831.xyz,-322.819330956110,-1.4205,-6.9186,5.4981,0.84797
qm7_4832.xyz,-324.054277488109,0.6506,-7.0667,7.7173,1.22199
qm7_4833.xyz,-322.861894602254,-2.8542,-7.9242,5.07,1.29966
qm7_4834.xyz,-322.859356628211,-2.5371,-7.9607,5.4236,2.34882
qm7_4835.xyz,-325.310006948428,-0.4431,-6.0371,5.594,2.15467
qm7_4836.xyz,-321.603925039558,-2.9213,-8.4502,5.5289,1.42670
qm7_4837.xyz,-324.095219108386,-0.7674,-7.7213,6.9539,1.51376
qm7_4838.xyz,-327.714783652607,1.5969,-6.5166,8.1135,0.54187
qm7_4839.xyz,-289.432378400517,0.8336,-6.1361,6.9697,0.40256
qm7_484.xyz,-252.622466725957,1.7967,-6.1712,7.9679,0.36514
qm7_4840.xyz,-324.053874139415,-0.1818,-8.1055,7.9237,1.30125
qm7_4841.xyz,-322.791629787864,-0.2941,-8.4163,8.1222,1.28406
qm7_4842.xyz,-326.481473418146,0.298,-6.7385,7.0365,0.72045
qm7_4843.xyz,-324.062109923501,-1.4574,-8.0105,6.5531,1.66003
qm7_4844.xyz,-326.483314012602,0.4914,-6.6226,7.114,0.37038
qm7_4845.xyz,-324.064839131892,-1.3246,-8.0359,6.7113,1.28851
qm7_4846.xyz,-327.723633653703,1.3293,-6.8392,8.1685,1.28404
qm7_4847.xyz,-327.728164862259,1.3564,-6.9788,8.3352,1.16805
qm7_4848.xyz,-325.292829902930,0.8081,-8.1857,8.9938,1.99274
qm7_4849.xyz,-325.228473383336,0.9181,-6.8475,7.7656,0.82517
qm7_485.xyz,-251.392325273140,0.6026,-6.2955,6.8981,0.28915
qm7_4850.xyz,-306.663495750513,1.5306,-5.7779,7.3085,0.33136
qm7_4851.xyz,-322.810846896099,-1.4162,-8.3797,6.9635,1.70185
qm7_4852.xyz,-325.296328867604,0.8353,-8.1206,8.9559,1.96522
qm7_4853.xyz,-324.050296145642,0.4059,-7.161,7.5669,1.28453
qm7_4854.xyz,-326.477835653281,1.1274,-6.251,7.3784,0.11369
qm7_4855.xyz,-324.064912885960,-0.7075,-7.2063,6.4988,2.17884
qm7_4856.xyz,-326.484338625647,1.0585,-6.494,7.5525,0.83812
qm7_4857.xyz,-324.051921076224,-1.1127,-7.1084,5.9957,1.01786
qm7_4858.xyz,-327.706970133870,1.861,-6.4624,8.3234,0.25544
qm7_4859.xyz,-325.280094612146,0.6023,-8.1288,8.7311,1.26648
qm7_486.xyz,-250.141339455971,1.2947,-6.2698,7.5645,0.35815
qm7_4860.xyz,-327.707090246312,1.7358,-6.5422,8.278,0.84484
qm7_4861.xyz,-304.160125563363,0.4727,-6.3604,6.8331,0.71815
qm7_4862.xyz,-325.281215037099,0.9395,-7.8186,8.7581,1.53609
qm7_4863.xyz,-327.695444229904,1.9162,-6.0834,7.9996,0.35314
qm7_4864.xyz,-341.330716882983,-0.1592,-5.9441,5.7849,2.36666
qm7_4865.xyz,-341.330285473822,-0.5229,-6.9451,6.4222,1.75683
qm7_4866.xyz,-342.490217407390,0.6378,-6.228,6.8658,0.98222
qm7_4867.xyz,-342.492006187424,0.1571,-6.5962,6.7533,1.38783
qm7_4868.xyz,-342.535593554816,0.7653,-6.8027,7.568,1.35864
qm7_4869.xyz,-341.261553889111,0.3379,-5.7376,6.0755,0.64211
qm7_487.xyz,-251.385895469352,0.5485,-6.2422,6.7907,0.31985
qm7_4870.xyz,-342.494357988334,1.2643,-5.747,7.0113,0.57309
qm7_4871.xyz,-342.472121726577,0.3426,-6.4927,6.8353,0.92474
qm7_4872.xyz,-288.203133129232,0.6421,-6.7544,7.3965,0.63379
qm7_4873.xyz,-342.519086016478,1.1942,-6.4536,7.6478,1.32242
qm7_4874.xyz,-361.115491097269,-1.5068,-7.2972,5.7904,1.20580
qm7_4875.xyz,-361.102798574992,-0.3724,-7.0983,6.7259,1.10093
qm7_4876.xyz,-361.197336497609,-0.8139,-7.1565,6.3426,1.03298
qm7_4877.xyz,-362.309007980653,0.3932,-7.0408,7.434,0.71253
qm7_4878.xyz,-362.304507147191,0.3363,-7.0541,7.3904,0.68181
qm7_4879.xyz,-362.398935194663,0.9806,-6.8632,7.8438,1.48058
qm7_488.xyz,-250.134597130289,1.3305,-6.3976,7.7281,0.46989
qm7_4880.xyz,-361.072357462746,0.1997,-6.2672,6.4669,0.67163
qm7_4881.xyz,-362.312617384432,1.1663,-6.3281,7.4944,0.20945
qm7_4882.xyz,-362.288548393158,-0.0003,-7.3778,7.3775,0.44788
qm7_4883.xyz,-305.398218256369,1.6548,-6.7253,8.3801,0.27702
qm7_4884.xyz,-362.382238698496,1.1925,-7.0579,8.2504,1.48421
qm7_4885.xyz,-325.264833397094,-0.2043,-6.9165,6.7122,1.07838
qm7_4886.xyz,-326.472370170395,1.8052,-7.0387,8.8439,1.11187
qm7_4887.xyz,-326.487207230997,0.4646,-6.5489,7.0135,0.16926
qm7_4888.xyz,-325.224535723633,0.9441,-6.48,7.4241,0.77935
